TransactionID,Date,Month,Category,Amount,MerchantName,IsAnomaly
TXN01055,2024-03-13,March,Food,4.57,Safeway,0
TXN01056,2024-03-13,March,Food,3.47,Safeway,0
TXN01057,2024-03-13,March,Transport,3.57,Sunoco,0
TXN01058,2024-03-13,March,Transport,3.48,Sunoco,0
TXN01059,2024-03-13,March,Transport,2.54,EZPass Toll,0
TXN01060,2024-03-13,March,Transport,2.66,Circle K,0
TXN01061,2024-03-13,March,Transport,3.2,Chevron,0
TXN01062,2024-03-13,March,Entertainment,3.59,Live Nation,0
TXN01063,2024-03-13,March,Shopping,3.71,H&M,0
TXN01064,2024-03-13,March,Health,15.33,Rite Aid,0
TXN01065,2024-03-13,March,Utilities,14.64,Water Dept,0
TXN01066,2024-03-14,March,Food,4.45,Domino's,0
TXN01067,2024-03-14,March,Food,3.98,Whole Foods,0
TXN01068,2024-03-14,March,Food,3.9,Starbucks,0
TXN01069,2024-03-14,March,Food,4.21,Subway,0
TXN01070,2024-03-14,March,Food,4.13,Five Guys,0
TXN01071,2024-03-14,March,Food,3.01,Panda Express,0
TXN01072,2024-03-14,March,Food,3.12,Tim Hortons,0
TXN01073,2024-03-14,March,Transport,1.96,Uber,0
TXN01074,2024-03-14,March,Transport,2.34,SpeedyPark,0
TXN01075,2024-03-14,March,Shopping,4.44,Zara,0
TXN01076,2024-03-14,March,Shopping,5.94,TJ Maxx,0
TXN01077,2024-03-14,March,Utilities,12.52,Internet Pro,0
TXN01078,2024-03-15,March,Food,5.2,Dunkin',0
TXN01079,2024-03-15,March,Food,4.32,Kroger,0
TXN01080,2024-03-15,March,Food,4.14,Safeway,0
TXN01081,2024-03-15,March,Transport,2.52,Sunoco,0
TXN01082,2024-03-15,March,Transport,1.7,Sunoco,0
TXN01083,2024-03-15,March,Transport,2.93,Sunoco,0
TXN01084,2024-03-15,March,Transport,3.21,Circle K,0
TXN01085,2024-03-15,March,Entertainment,3.82,Apple TV+,0
TXN01086,2024-03-15,March,Shopping,3.71,TJ Maxx,0
TXN01087,2024-03-15,March,Shopping,4.17,Walmart,0
TXN01088,2024-03-15,March,Health,4.07,Walgreens,0
TXN01089,2024-03-15,March,Utilities,15.73,Water Dept,0
TXN01090,2024-03-16,March,Food,4.26,Local Bistro,0
TXN01091,2024-03-16,March,Food,5.04,Starbucks,0
TXN01092,2024-03-16,March,Food,4.68,Safeway,0
TXN01093,2024-03-16,March,Transport,2.96,Valero,0
TXN01094,2024-03-16,March,Transport,3.37,Metro Transit,0
TXN01095,2024-03-16,March,Transport,4.04,Uber,0
TXN01096,2024-03-16,March,Transport,3.5,EZPass Toll,0
TXN01097,2024-03-16,March,Transport,2.72,Uber,0
TXN01098,2024-03-16,March,Entertainment,7.16,AMC Theaters,0
TXN01099,2024-03-16,March,Entertainment,3.86,AMC Theaters,0
TXN01100,2024-03-16,March,Shopping,5.68,Old Navy,0
TXN01101,2024-03-16,March,Shopping,4.68,TJ Maxx,0
TXN01102,2024-03-16,March,Utilities,8.81,Spectrum,0
TXN01103,2024-03-16,March,Utilities,12.09,City Electric Co,0
TXN01104,2024-03-17,March,Housing,345.22,Greenview Property Mgmt,0
TXN01105,2024-03-17,March,Food,3.17,Trader Joe's,0
TXN01106,2024-03-17,March,Food,5.26,Five Guys,0
TXN01107,2024-03-17,March,Food,4.57,Domino's,0
TXN01108,2024-03-17,March,Food,3.54,Kroger,0
TXN01109,2024-03-17,March,Food,4.39,Shake Shack,0
TXN01110,2024-03-17,March,Transport,3.17,Valero,0
TXN01111,2024-03-17,March,Transport,3.92,Valero,0
TXN01112,2024-03-17,March,Transport,3.29,Zipcar,0
TXN01113,2024-03-17,March,Shopping,4.93,eBay,0
TXN01114,2024-03-17,March,Shopping,7.65,TJ Maxx,0
TXN01115,2024-03-17,March,Shopping,6.37,Macy's,0
TXN01116,2024-03-17,March,Shopping,6.02,H&M,0
TXN01117,2024-03-18,March,Food,4.78,Jersey Mike's,0
TXN01118,2024-03-18,March,Food,3.28,FreshMart,0
TXN01119,2024-03-18,March,Food,5.92,Olive Garden,0
TXN01120,2024-03-18,March,Food,3.61,Jersey Mike's,0
TXN01121,2024-03-18,March,Food,5.18,Chipotle,0
TXN01122,2024-03-18,March,Transport,2.62,SpeedyPark,0
TXN01123,2024-03-18,March,Transport,2.21,Uber,0
TXN01124,2024-03-18,March,Transport,2.73,Metro Transit,0
TXN01125,2024-03-18,March,Transport,2.09,Circle K,0
TXN01126,2024-03-18,March,Transport,1.97,Enterprise,0
TXN01127,2024-03-18,March,Transport,3.26,Uber,0
TXN01128,2024-03-18,March,Shopping,1.85,Gap,0
TXN01129,2024-03-18,March,Shopping,8.12,Old Navy,0
TXN01130,2024-03-18,March,Shopping,1.84,TJ Maxx,0
TXN01131,2024-03-18,March,Health,10.2,Rite Aid,0
TXN01132,2024-03-19,March,Food,3.31,Panera Bread,0
TXN01133,2024-03-19,March,Food,4.97,Trader Joe's,0
TXN01134,2024-03-19,March,Food,4.2,Domino's,0
TXN01135,2024-03-19,March,Food,4.58,Starbucks,0
TXN01136,2024-03-19,March,Food,5.82,Panda Express,0
TXN01137,2024-03-19,March,Food,4.13,Chili's,0
TXN01138,2024-03-19,March,Transport,2.16,BP Fuel,0
TXN01139,2024-03-19,March,Transport,2.29,EZPass Toll,0
TXN01140,2024-03-19,March,Transport,2.64,SpeedyPark,0
TXN01141,2024-03-19,March,Transport,2.97,Metro Transit,0
TXN01142,2024-03-19,March,Entertainment,4.37,Netflix,0
TXN01143,2024-03-19,March,Shopping,6.98,TJ Maxx,0
TXN01144,2024-03-19,March,Shopping,2.43,Etsy,0
TXN01145,2024-03-19,March,Shopping,4.6,Zara,0
TXN01146,2024-03-19,March,Shopping,3.79,Best Buy,0
TXN01147,2024-03-19,March,Health,8.86,Dr. Smith MD,0
TXN01148,2024-03-19,March,Subscriptions,5.67,LinkedIn Premium,0
TXN01149,2024-03-19,March,Subscriptions,7.0,Dropbox,0
TXN01150,2024-03-19,March,Subscriptions,4.26,Apple One,0
TXN01151,2024-03-20,March,Food,5.44,Tim Hortons,0
TXN01152,2024-03-20,March,Food,4.03,Chili's,0
TXN01153,2024-03-20,March,Food,3.96,Tim Hortons,0
TXN01154,2024-03-20,March,Food,5.32,Tim Hortons,0
TXN01155,2024-03-20,March,Transport,2.5,Uber,0
TXN01156,2024-03-20,March,Entertainment,4.54,Live Nation,0
TXN01157,2024-03-20,March,Entertainment,5.27,Live Nation,0
TXN01158,2024-03-21,March,Food,3.73,Trader Joe's,0
TXN01159,2024-03-21,March,Food,5.3,Safeway,0
TXN01160,2024-03-21,March,Transport,2.57,EZPass Toll,0
TXN01161,2024-03-21,March,Transport,2.51,Uber,0
TXN01162,2024-03-21,March,Transport,2.53,Metro Transit,0
TXN01163,2024-03-21,March,Transport,3.58,EZPass Toll,0
TXN01164,2024-03-21,March,Entertainment,3.47,AMC Theaters,0
TXN01165,2024-03-21,March,Shopping,1.5,Walmart,0
TXN01166,2024-03-21,March,Shopping,3.05,Amazon,0
TXN01167,2024-03-21,March,Shopping,4.98,Nordstrom,0
TXN01168,2024-03-21,March,Health,9.9,Mayo Clinic Portal,0
TXN01169,2024-03-21,March,Utilities,12.49,Xfinity,0
TXN01170,2024-03-21,March,Utilities,8.46,T-Mobile,0
TXN01171,2024-03-22,March,Food,3.01,Olive Garden,0
TXN01172,2024-03-22,March,Food,5.25,Local Bistro,0
TXN01173,2024-03-22,March,Food,4.87,Jersey Mike's,0
TXN01174,2024-03-22,March,Food,5.58,Dunkin',0
TXN01175,2024-03-22,March,Food,4.95,Panda Express,0
TXN01176,2024-03-22,March,Transport,3.63,SpeedyPark,0
TXN01177,2024-03-22,March,Transport,2.61,Uber,0
TXN01178,2024-03-22,March,Transport,2.53,Chevron,0
TXN01179,2024-03-22,March,Transport,3.81,Enterprise,0
TXN01180,2024-03-22,March,Entertainment,1.51,Dave & Buster's,0
TXN01181,2024-03-22,March,Entertainment,6.34,Spotify,0
TXN01182,2024-03-22,March,Shopping,3.71,Best Buy,0
TXN01183,2024-03-22,March,Shopping,4.82,Target,0
TXN01184,2024-03-22,March,Subscriptions,4.93,YouTube Premium,0
TXN01185,2024-03-23,March,Food,3.57,Subway,0
TXN01186,2024-03-23,March,Food,4.45,Chipotle,0
TXN01187,2024-03-23,March,Food,3.99,Domino's,0
TXN01188,2024-03-23,March,Transport,3.02,Sunoco,0
TXN01189,2024-03-23,March,Transport,2.76,Enterprise,0
TXN01190,2024-03-23,March,Entertainment,3.99,HBO Max,0
TXN01191,2024-03-23,March,Entertainment,5.62,AMC Theaters,0
TXN01192,2024-03-23,March,Entertainment,4.8,Ticketmaster,0
TXN01193,2024-03-23,March,Entertainment,2.92,Spotify,0
TXN01194,2024-03-23,March,Shopping,7.34,PetSmart,0
TXN01195,2024-03-23,March,Health,11.99,Gold's Gym,0
TXN01196,2024-03-24,March,Housing,376.2,Greenview Property Mgmt,0
TXN01197,2024-03-24,March,Food,4.76,Local Bistro,0
TXN01198,2024-03-24,March,Food,4.79,Panda Express,0
TXN01199,2024-03-24,March,Food,4.12,Jersey Mike's,0
TXN01200,2024-03-24,March,Food,4.47,Olive Garden,0
TXN01201,2024-03-24,March,Transport,2.05,Hertz,0
TXN01202,2024-03-24,March,Entertainment,4.06,Spotify,0
TXN01203,2024-03-24,March,Entertainment,5.41,ESPN+,0
TXN01204,2024-03-24,March,Shopping,7.73,Best Buy,0
TXN01205,2024-03-24,March,Shopping,6.62,Macy's,0
TXN01206,2024-03-24,March,Shopping,5.31,Lowe's,0
TXN01207,2024-03-25,March,Housing,409.7,Sunshine Apartments,0
TXN01208,2024-03-25,March,Food,4.68,Whole Foods,0
TXN01209,2024-03-25,March,Food,4.8,Panda Express,0
TXN01210,2024-03-25,March,Food,5.08,Domino's,0
TXN01211,2024-03-25,March,Food,4.61,Tim Hortons,0
TXN01212,2024-03-25,March,Food,3.07,Local Bistro,0
TXN01213,2024-03-25,March,Food,4.63,Chipotle,0
TXN01214,2024-03-25,March,Transport,1.95,Lyft,0
TXN01215,2024-03-25,March,Transport,2.83,Chevron,0
TXN01216,2024-03-25,March,Transport,3.12,Circle K,0
TXN01217,2024-03-25,March,Transport,2.25,Shell Gas,0
TXN01218,2024-03-25,March,Transport,2.89,SpeedyPark,0
TXN01219,2024-03-25,March,Transport,4.13,Lyft,0
TXN01220,2024-03-25,March,Transport,2.97,Hertz,0
TXN01221,2024-03-25,March,Entertainment,2.27,Apple TV+,0
TXN01222,2024-03-25,March,Entertainment,3.31,Apple TV+,0
TXN01223,2024-03-25,March,Shopping,4.58,Amazon,0
TXN01224,2024-03-25,March,Shopping,5.31,Best Buy,0
TXN01225,2024-03-25,March,Shopping,4.22,Etsy,0
TXN01226,2024-03-25,March,Shopping,5.62,IKEA,0
TXN01227,2024-03-25,March,Shopping,9.88,Macy's,0
TXN01228,2024-03-25,March,Subscriptions,5.51,YouTube Premium,0
TXN01229,2024-03-26,March,Food,3.94,Subway,0
TXN01230,2024-03-26,March,Food,4.62,Chipotle,0
TXN01231,2024-03-26,March,Food,4.03,Five Guys,0
TXN01232,2024-03-26,March,Food,3.82,Safeway,0
TXN01233,2024-03-26,March,Food,3.74,Chipotle,0
TXN01234,2024-03-26,March,Transport,2.66,Metro Transit,0
TXN01235,2024-03-26,March,Transport,3.3,SpeedyPark,0
TXN01236,2024-03-26,March,Transport,2.54,EZPass Toll,0
TXN01237,2024-03-26,March,Entertainment,3.74,AMC Theaters,0
TXN01238,2024-03-26,March,Shopping,4.7,HomeDepot,0
TXN01239,2024-03-26,March,Health,10.32,Planet Fitness,0
TXN01240,2024-03-26,March,Utilities,12.04,City Electric Co,0
TXN01241,2024-03-26,March,Subscriptions,7.87,Dropbox,0
TXN01242,2024-03-27,March,Housing,368.88,Sunshine Apartments,0
TXN01243,2024-03-27,March,Food,4.62,Chipotle,0
TXN01244,2024-03-27,March,Food,5.18,Starbucks,0
TXN01245,2024-03-27,March,Food,4.74,Shake Shack,0
TXN01246,2024-03-27,March,Food,4.72,Chipotle,0
TXN01247,2024-03-27,March,Transport,2.76,Chevron,0
TXN01248,2024-03-27,March,Transport,3.02,ParkNow,0
TXN01249,2024-03-27,March,Transport,3.79,Valero,0
TXN01250,2024-03-27,March,Transport,3.01,Valero,0
TXN01251,2024-03-27,March,Entertainment,3.72,AMC Theaters,0
TXN01252,2024-03-27,March,Health,9.36,Anytime Fitness,0
TXN01253,2024-03-27,March,Health,12.95,Dental Care Plus,0
TXN01254,2024-03-27,March,Health,7.78,Planet Fitness,0
TXN01255,2024-03-27,March,Health,1.53,Vision Works,0
TXN01256,2024-03-27,March,Subscriptions,7.44,Adobe CC,0
TXN01257,2024-03-28,March,Food,4.19,Shake Shack,0
TXN01258,2024-03-28,March,Food,3.35,Panda Express,0
TXN01259,2024-03-28,March,Transport,3.57,Chevron,0
TXN01260,2024-03-28,March,Transport,2.43,Enterprise,0
TXN01261,2024-03-28,March,Transport,2.1,BP Fuel,0
TXN01262,2024-03-28,March,Entertainment,4.62,ESPN+,0
TXN01263,2024-03-28,March,Shopping,6.83,PetSmart,0
TXN01264,2024-03-28,March,Shopping,4.27,Amazon,0
TXN01265,2024-03-28,March,Shopping,6.89,Etsy,0
TXN01266,2024-03-28,March,Shopping,4.06,Etsy,0
TXN01267,2024-03-28,March,Health,11.33,Urgent Care,0
TXN01268,2024-03-29,March,Food,3.67,Chili's,0
TXN01269,2024-03-29,March,Food,4.12,Dunkin',0
TXN01270,2024-03-29,March,Food,3.67,Jersey Mike's,0
TXN01271,2024-03-29,March,Food,3.08,Starbucks,0
TXN01272,2024-03-29,March,Entertainment,4.87,Live Nation,0
TXN01273,2024-03-29,March,Entertainment,3.26,AMC Theaters,0
TXN01274,2024-03-29,March,Shopping,3.39,PetSmart,0
TXN01275,2024-03-29,March,Shopping,7.81,HomeDepot,0
TXN01276,2024-03-29,March,Utilities,14.44,T-Mobile,0
TXN01277,2024-03-30,March,Food,4.57,Olive Garden,0
TXN01278,2024-03-30,March,Food,4.86,Trader Joe's,0
TXN01279,2024-03-30,March,Food,3.8,Chipotle,0
TXN01280,2024-03-30,March,Transport,2.7,Sunoco,0
TXN01281,2024-03-30,March,Transport,3.69,Valero,0
TXN01282,2024-03-30,March,Transport,2.84,Uber,0
TXN01283,2024-03-30,March,Transport,2.59,Shell Gas,0
TXN01284,2024-03-30,March,Entertainment,4.15,ESPN+,0
TXN01285,2024-03-30,March,Shopping,6.15,Costco,0
TXN01286,2024-03-30,March,Shopping,5.93,Gap,0
TXN01287,2024-03-30,March,Shopping,6.81,Macy's,0
TXN01288,2024-03-30,March,Health,10.96,Walgreens,0
TXN01289,2024-03-30,March,Subscriptions,4.99,LastPass,0
TXN01290,2024-03-30,March,Health,778.31,Dental Care Plus,1
TXN01291,2024-03-31,March,Food,5.19,Trader Joe's,0
TXN01292,2024-03-31,March,Food,3.69,Trader Joe's,0
TXN01293,2024-03-31,March,Food,4.32,Panda Express,0
TXN01294,2024-03-31,March,Food,3.65,Tim Hortons,0
TXN01295,2024-03-31,March,Food,4.17,Panda Express,0
TXN01296,2024-03-31,March,Food,4.83,Starbucks,0
TXN01297,2024-03-31,March,Food,4.11,Panda Express,0
TXN01298,2024-03-31,March,Food,4.1,McDonald's,0
TXN01299,2024-03-31,March,Food,4.21,Safeway,0
TXN01300,2024-03-31,March,Food,2.87,Dunkin',0
TXN01301,2024-03-31,March,Transport,3.6,Enterprise,0
TXN01302,2024-03-31,March,Transport,2.96,Hertz,0
TXN01303,2024-03-31,March,Shopping,3.11,Costco,0
TXN01304,2024-03-31,March,Shopping,5.05,Target,0
TXN01305,2024-03-31,March,Health,6.32,Dental Care Plus,0
TXN01306,2024-03-31,March,Subscriptions,7.56,LastPass,0
TXN01307,2024-04-01,April,Food,4.85,McDonald's,0
TXN01308,2024-04-01,April,Food,3.36,Safeway,0
TXN01309,2024-04-01,April,Food,6.6,Subway,0
TXN01310,2024-04-01,April,Transport,2.84,Valero,0
TXN01311,2024-04-01,April,Transport,4.2,Valero,0
TXN01312,2024-04-01,April,Transport,3.72,Lyft,0
TXN01313,2024-04-01,April,Transport,3.96,Metro Transit,0
TXN01314,2024-04-01,April,Entertainment,1.51,Disney+,0
TXN01315,2024-04-01,April,Shopping,5.58,Nordstrom,0
TXN01316,2024-04-01,April,Shopping,6.29,eBay,0
TXN01317,2024-04-01,April,Shopping,5.04,Costco,0
TXN01318,2024-04-01,April,Health,7.26,Mayo Clinic Portal,0
TXN01319,2024-04-01,April,Health,7.11,Urgent Care,0
TXN01320,2024-04-01,April,Utilities,11.78,Spectrum,0
TXN01321,2024-04-01,April,Subscriptions,7.31,Dropbox,0
TXN01322,2024-04-02,April,Housing,400.95,Sunshine Apartments,0
TXN01323,2024-04-02,April,Housing,326.25,Greenview Property Mgmt,0
TXN01324,2024-04-02,April,Food,4.9,Panda Express,0
TXN01325,2024-04-02,April,Food,6.79,Panda Express,0
TXN01326,2024-04-02,April,Food,5.09,Olive Garden,0
TXN01327,2024-04-02,April,Transport,4.1,Shell Gas,0
TXN01328,2024-04-02,April,Transport,6.0,Circle K,0
TXN01329,2024-04-02,April,Transport,3.42,Metro Transit,0
TXN01330,2024-04-02,April,Transport,2.65,EZPass Toll,0
TXN01331,2024-04-02,April,Transport,2.67,Sunoco,0
TXN01332,2024-04-02,April,Transport,3.57,Valero,0
TXN01333,2024-04-02,April,Transport,2.48,SpeedyPark,0
TXN01334,2024-04-02,April,Entertainment,5.36,Netflix,0
TXN01335,2024-04-02,April,Entertainment,2.0,Bowling Alley,0
TXN01336,2024-04-02,April,Shopping,7.65,TJ Maxx,0
TXN01337,2024-04-02,April,Shopping,3.79,Gap,0
TXN01338,2024-04-02,April,Shopping,2.69,H&M,0
TXN01339,2024-04-02,April,Health,9.2,Walgreens,0
TXN01340,2024-04-02,April,Health,3.33,Walgreens,0
TXN01341,2024-04-03,April,Food,5.05,Olive Garden,0
TXN01342,2024-04-03,April,Food,6.49,Jersey Mike's,0
TXN01343,2024-04-03,April,Food,3.62,Kroger,0
TXN01344,2024-04-03,April,Food,4.74,Panda Express,0
TXN01345,2024-04-03,April,Food,4.97,Panda Express,0
TXN01346,2024-04-03,April,Food,4.31,FreshMart,0
TXN01347,2024-04-03,April,Transport,2.75,Enterprise,0
TXN01348,2024-04-03,April,Entertainment,6.06,Hulu,0
TXN01349,2024-04-03,April,Shopping,7.08,Costco,0
TXN01350,2024-04-03,April,Shopping,7.16,HomeDepot,0
TXN01351,2024-04-03,April,Health,4.0,CVS Pharmacy,0
TXN01352,2024-04-03,April,Health,7.07,Anytime Fitness,0
TXN01353,2024-04-03,April,Health,7.67,Dr. Smith MD,0
TXN01354,2024-04-03,April,Utilities,16.57,Xfinity,0
TXN01355,2024-04-04,April,Food,5.03,Shake Shack,0
TXN01356,2024-04-04,April,Transport,3.53,Enterprise,0
TXN01357,2024-04-04,April,Transport,2.89,EZPass Toll,0
TXN01358,2024-04-04,April,Transport,3.61,Valero,0
TXN01359,2024-04-04,April,Transport,2.85,EZPass Toll,0
TXN01360,2024-04-04,April,Transport,3.3,Circle K,0
TXN01361,2024-04-04,April,Transport,3.17,Valero,0
TXN01362,2024-04-04,April,Entertainment,1.51,ESPN+,0
TXN01363,2024-04-04,April,Entertainment,6.45,ESPN+,0
TXN01364,2024-04-04,April,Shopping,2.72,Lowe's,0
TXN01365,2024-04-04,April,Shopping,7.1,Nordstrom,0
TXN01366,2024-04-04,April,Health,11.95,Rite Aid,0
TXN01367,2024-04-04,April,Health,7.69,Dr. Smith MD,0
TXN01368,2024-04-04,April,Utilities,10.18,City Electric Co,0
TXN01369,2024-04-05,April,Food,3.38,Panera Bread,0
TXN01370,2024-04-05,April,Food,5.24,Panera Bread,0
TXN01371,2024-04-05,April,Food,4.88,Trader Joe's,0
TXN01372,2024-04-05,April,Food,4.42,Domino's,0
TXN01373,2024-04-05,April,Food,5.46,FreshMart,0
TXN01374,2024-04-05,April,Transport,3.37,Uber,0
TXN01375,2024-04-05,April,Transport,3.21,Sunoco,0
TXN01376,2024-04-05,April,Transport,2.52,ParkNow,0
TXN01377,2024-04-05,April,Transport,2.99,Lyft,0
TXN01378,2024-04-05,April,Entertainment,3.87,Disney+,0
TXN01379,2024-04-05,April,Entertainment,5.92,Apple TV+,0
TXN01380,2024-04-05,April,Shopping,7.4,Gap,0
TXN01381,2024-04-05,April,Shopping,2.4,Target,0
TXN01382,2024-04-05,April,Shopping,5.19,Target,0
TXN01383,2024-04-05,April,Health,4.68,CVS Pharmacy,0
TXN01384,2024-04-05,April,Utilities,16.78,Water Dept,0
TXN01385,2024-04-05,April,Subscriptions,5.82,LastPass,0
TXN01386,2024-04-05,April,Subscriptions,6.69,Canva Pro,0
TXN01387,2024-04-06,April,Housing,363.41,Riverside Rentals,0
TXN01388,2024-04-06,April,Food,5.02,FreshMart,0
TXN01389,2024-04-06,April,Food,5.38,Subway,0
TXN01390,2024-04-06,April,Food,5.08,Local Bistro,0
TXN01391,2024-04-06,April,Food,6.26,Local Bistro,0
TXN01392,2024-04-06,April,Transport,4.24,Chevron,0
TXN01393,2024-04-06,April,Transport,3.03,BP Fuel,0
TXN01394,2024-04-06,April,Entertainment,5.64,AMC Theaters,0
TXN01395,2024-04-06,April,Entertainment,4.8,AMC Theaters,0
TXN01396,2024-04-06,April,Shopping,6.14,Walmart,0
TXN01397,2024-04-06,April,Shopping,4.76,Nike Store,0
TXN01398,2024-04-06,April,Shopping,5.46,PetSmart,0
TXN01399,2024-04-06,April,Shopping,7.75,HomeDepot,0
TXN01400,2024-04-06,April,Shopping,3.79,Gap,0
TXN01401,2024-04-06,April,Health,1.5,Dr. Smith MD,0
TXN01402,2024-04-06,April,Utilities,18.1,Internet Pro,0
TXN01403,2024-04-06,April,Utilities,8.53,City Electric Co,0
TXN01404,2024-04-07,April,Food,5.7,McDonald's,0
TXN01405,2024-04-07,April,Food,2.98,Domino's,0
TXN01406,2024-04-07,April,Food,5.29,Five Guys,0
TXN01407,2024-04-07,April,Food,4.07,Shake Shack,0
TXN01408,2024-04-07,April,Food,5.27,McDonald's,0
TXN01409,2024-04-07,April,Transport,4.49,Circle K,0
TXN01410,2024-04-07,April,Transport,4.13,ParkNow,0
TXN01411,2024-04-07,April,Transport,2.65,Hertz,0
TXN01412,2024-04-07,April,Transport,3.21,SpeedyPark,0
TXN01413,2024-04-07,April,Transport,3.2,Uber,0
TXN01414,2024-04-07,April,Transport,4.64,SpeedyPark,0
TXN01415,2024-04-07,April,Shopping,4.8,IKEA,0
TXN01416,2024-04-07,April,Shopping,3.29,eBay,0
TXN01417,2024-04-07,April,Shopping,3.42,Lowe's,0
TXN01418,2024-04-07,April,Shopping,6.16,Old Navy,0
TXN01419,2024-04-07,April,Health,11.16,Rite Aid,0
TXN01420,2024-04-07,April,Utilities,2.84,AT&T,0
TXN01421,2024-04-07,April,Utilities,9.45,Spectrum,0
TXN01422,2024-04-07,April,Utilities,11.74,Natural Gas LLC,0
TXN01423,2024-04-08,April,Food,3.41,Local Bistro,0
TXN01424,2024-04-08,April,Food,5.29,Jersey Mike's,0
TXN01425,2024-04-08,April,Food,5.2,Trader Joe's,0
TXN01426,2024-04-08,April,Food,5.39,Kroger,0
TXN01427,2024-04-08,April,Transport,3.15,SpeedyPark,0
TXN01428,2024-04-08,April,Transport,2.65,SpeedyPark,0
TXN01429,2024-04-08,April,Entertainment,1.51,Live Nation,0
TXN01430,2024-04-08,April,Entertainment,2.45,Bowling Alley,0
TXN01431,2024-04-08,April,Shopping,5.62,eBay,0
TXN01432,2024-04-08,April,Subscriptions,5.91,YouTube Premium,0
TXN01433,2024-04-09,April,Food,4.06,Five Guys,0
TXN01434,2024-04-09,April,Food,4.78,Safeway,0
TXN01435,2024-04-09,April,Food,4.99,Panda Express,0
TXN01436,2024-04-09,April,Food,6.96,Shake Shack,0
TXN01437,2024-04-09,April,Food,4.97,Kroger,0
TXN01438,2024-04-09,April,Transport,1.5,Hertz,0
TXN01439,2024-04-09,April,Transport,2.92,Chevron,0
TXN01440,2024-04-09,April,Shopping,3.13,Lowe's,0
TXN01441,2024-04-09,April,Shopping,3.93,H&M,0
TXN01442,2024-04-10,April,Food,4.77,Panda Express,0
TXN01443,2024-04-10,April,Food,4.29,Local Bistro,0
TXN01444,2024-04-10,April,Food,4.71,Whole Foods,0
TXN01445,2024-04-10,April,Transport,3.73,Uber,0
TXN01446,2024-04-10,April,Transport,4.12,Uber,0
TXN01447,2024-04-10,April,Transport,3.92,Chevron,0
TXN01448,2024-04-10,April,Transport,3.26,BP Fuel,0
TXN01449,2024-04-10,April,Shopping,2.66,Old Navy,0
TXN01450,2024-04-10,April,Shopping,2.86,Lowe's,0
TXN01451,2024-04-10,April,Shopping,1.78,Gap,0
TXN01452,2024-04-10,April,Shopping,5.55,eBay,0
TXN01453,2024-04-10,April,Shopping,8.16,Old Navy,0
TXN01454,2024-04-10,April,Health,9.16,Anytime Fitness,0
TXN01455,2024-04-11,April,Transport,2.84,Enterprise,0
TXN01456,2024-04-11,April,Transport,3.24,Valero,0
TXN01457,2024-04-11,April,Transport,3.93,EZPass Toll,0
TXN01458,2024-04-11,April,Entertainment,5.18,Steam,0
TXN01459,2024-04-11,April,Entertainment,5.41,Hulu,0
TXN01460,2024-04-11,April,Health,8.33,CVS Pharmacy,0
TXN01461,2024-04-11,April,Subscriptions,5.78,LastPass,0
TXN01462,2024-04-12,April,Food,4.97,Panda Express,0
TXN01463,2024-04-12,April,Food,5.21,Subway,0
TXN01464,2024-04-12,April,Food,4.7,Kroger,0
TXN01465,2024-04-12,April,Transport,4.49,Shell Gas,0
TXN01466,2024-04-12,April,Transport,3.18,Hertz,0
TXN01467,2024-04-12,April,Transport,2.41,SpeedyPark,0
TXN01468,2024-04-12,April,Shopping,3.76,Macy's,0
TXN01469,2024-04-12,April,Health,11.69,Rite Aid,0
TXN01470,2024-04-13,April,Food,4.24,Subway,0
TXN01471,2024-04-13,April,Food,5.08,Domino's,0
TXN01472,2024-04-13,April,Food,7.06,Domino's,0
TXN01473,2024-04-13,April,Transport,2.37,Shell Gas,0
TXN01474,2024-04-13,April,Shopping,4.48,Costco,0
TXN01475,2024-04-13,April,Shopping,7.25,Macy's,0
TXN01476,2024-04-13,April,Shopping,3.9,Gap,0
TXN01477,2024-04-13,April,Shopping,6.9,Walmart,0
TXN01478,2024-04-13,April,Health,3.57,Vision Works,0
TXN01479,2024-04-13,April,Health,4.89,Mayo Clinic Portal,0
TXN01480,2024-04-13,April,Health,9.35,Vision Works,0
TXN01481,2024-04-14,April,Food,4.74,Dunkin',0
TXN01482,2024-04-14,April,Food,6.19,Jersey Mike's,0
TXN01483,2024-04-14,April,Food,4.64,Chipotle,0
TXN01484,2024-04-14,April,Transport,3.17,Shell Gas,0
TXN01485,2024-04-14,April,Transport,1.56,Sunoco,0
TXN01486,2024-04-14,April,Transport,2.78,Valero,0
TXN01487,2024-04-14,April,Transport,3.94,EZPass Toll,0
TXN01488,2024-04-14,April,Transport,2.35,Chevron,0
TXN01489,2024-04-14,April,Transport,2.42,Valero,0
TXN01490,2024-04-14,April,Transport,3.63,Enterprise,0
TXN01491,2024-04-14,April,Entertainment,6.5,Live Nation,0
TXN01492,2024-04-14,April,Health,2.78,Walgreens,0
TXN01493,2024-04-14,April,Health,11.75,Vision Works,0
TXN01494,2024-04-14,April,Subscriptions,7.72,Apple One,0
TXN01495,2024-04-14,April,Subscriptions,5.49,Amazon Prime,0
TXN01496,2024-04-15,April,Food,3.42,Trader Joe's,0
TXN01497,2024-04-15,April,Food,5.3,Local Bistro,0
TXN01498,2024-04-15,April,Food,5.58,Trader Joe's,0
TXN01499,2024-04-15,April,Food,4.63,Subway,0
